Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.4013197052770445,0.44790123808053256,0.35593250345768185,0.37623700499534607,271468800,0.0,0.0
1999-01-25 00:00:00-05:00,0.40609690613393923,0.42042974937184896,0.3762369162933,0.41565245389938354,51048000,0.0,0.0
1999-01-26 00:00:00-05:00,0.4204297850790501,0.428791002852066,0.37743125171344516,0.38340380787849426,34320000,0.0,0.0
1999-01-27 00:00:00-05:00,0.3845982338795757,0.39415378482179836,0.3630984971336516,0.3822095990180969,24436800,0.0,0.0
1999-01-28 00:00:00-05:00,0.38220960205751603,0.3845982369379898,0.37862567924709717,0.38101527094841003,22752000,0.0,0.0
1999-01-29 00:00:00-05:00,0.38101527319193274,0.38220960430807127,0.36309850215911865,0.36309850215911865,24403200,0.0,0.0
1999-02-01 00:00:00-05:00,0.3630984470893645,0.37265399671458715,0.3630984470893645,0.37026533484458923,15470400,0.0,0.0
1999-02-02 00:00:00-05:00,0.3630985109138282,0.37265406221869957,0.33084984772301557,0.341599702835083,26409600,0.0,0.0
1999-02-03 00:00:00-05:00,0.3368223278297437,0.35354383480593493,0.33443273660843775,0.3487655818462372,7512000,0.0,0.0
1999-02-04 00:00:00-05:00,0.3535438048783721,0.37743124037219644,0.34876555232315454,0.36787664890289307,18192000,0.0,0.0
1999-02-05 00:00:00-05:00,0.37384827598568876,0.38220949352043543,0.36429272768099347,0.3786255717277527,13684800,0.0,0.0
1999-02-08 00:00:00-05:00,0.3810152299222641,0.3822095609027695,0.36548805236816406,0.36548805236816406,15408000,0.0,0.0
1999-02-09 00:00:00-05:00,0.37265399591345255,0.3750426577783153,0.3463769657849728,0.35115519165992737,8697600,0.0,0.0
1999-02-10 00:00:00-05:00,0.35115523860516445,0.36070986000421923,0.34159968772302207,0.34757134318351746,14822400,0.0,0.0
1999-02-11 00:00:00-05:00,0.3487656655148758,0.39176421154359514,0.3487656655148758,0.37743136286735535,13224000,0.0,0.0
1999-02-12 00:00:00-05:00,0.3822096315768796,0.40131977826840404,0.3822096315768796,0.3989311158657074,10972800,0.0,0.0
1999-02-16 00:00:00-05:00,0.40609700908399915,0.4228194474491127,0.36070983379675325,0.4013197124004364,21100800,0.0,0.0
1999-02-17 00:00:00-05:00,0.3917642916081986,0.39654254669072486,0.3726541417413093,0.3798210322856903,6772800,0.0,0.0
1999-02-18 00:00:00-05:00,0.39176424193354764,0.39654249641020417,0.37504275698649725,0.38579261302948,7070400,0.0,0.0
1999-02-19 00:00:00-05:00,0.3822096315768796,0.40609707573605686,0.3774313772883137,0.3989311158657074,7536000,0.0,0.0
1999-02-22 00:00:00-05:00,0.40609700908399915,0.41087526258831786,0.3798209068347802,0.4013197124004364,20524800,0.0,0.0
1999-02-23 00:00:00-05:00,0.41087517485126446,0.4287909835752586,0.3869867828929945,0.4204297661781311,13809600,0.0,0.0
1999-02-24 00:00:00-05:00,0.48253941681672197,0.501649585618762,0.4431238735305275,0.45387375354766846,61276800,0.0,0.0
1999-02-25 00:00:00-05:00,0.4729838142953023,0.4873166571527357,0.4323739470646904,0.439540833234787,14913600,0.0,0.0
1999-02-26 00:00:00-05:00,0.44431835310173523,0.4586512032017912,0.4156526529016233,0.4192356467247009,17260800,0.0,0.0
1999-03-01 00:00:00-05:00,0.42998540277178104,0.4395409528847368,0.40131970925366234,0.42162418365478516,9216000,0.0,0.0
1999-03-02 00:00:00-05:00,0.42042983399386513,0.42281942536271183,0.4108752411258335,0.4180411994457245,5524800,0.0,0.0
1999-03-03 00:00:00-05:00,0.4204298024963919,0.4204298024963919,0.38698681632232806,0.3893754780292511,6139200,0.0,0.0
1999-03-04 00:00:00-05:00,0.40848663607309676,0.41087529829130875,0.3774313481379912,0.38101527094841003,5736000,0.0,0.0
1999-03-05 00:00:00-05:00,0.38459811528589355,0.40370828179448376,0.38459811528589355,0.40251395106315613,7876800,0.0,0.0
1999-03-08 00:00:00-05:00,0.3917641375747784,0.4204298295149011,0.38459817933122853,0.40848657488822937,7588800,0.0,0.0
1999-03-09 00:00:00-05:00,0.4072913368957258,0.42759674077986143,0.4072913368957258,0.42162418365478516,14318400,0.0,0.0
1999-03-10 00:00:00-05:00,0.42759673068972975,0.42759673068972975,0.40848658773551466,0.4144582152366638,23534400,0.0,0.0
1999-03-11 00:00:00-05:00,0.4072913240714062,0.4144582119667796,0.39654240012168884,0.39654240012168884,5428800,0.0,0.0
1999-03-12 00:00:00-05:00,0.39893099966438017,0.39893099966438017,0.38220952024621446,0.3893754780292511,9076800,0.0,0.0
1999-03-15 00:00:00-05:00,0.39893109498621315,0.41087530851998505,0.3965424600462747,0.40609705448150635,10881600,0.0,0.0
1999-03-16 00:00:00-05:00,0.40848659935390313,0.4132638960231538,0.3893755263731301,0.39295849204063416,7915200,0.0,0.0
1999-03-17 00:00:00-05:00,0.39654234323437454,0.4037083006187479,0.3857924640060989,0.3953480124473572,5136000,0.0,0.0
1999-03-18 00:00:00-05:00,0.39654241862622397,0.4060970120634495,0.3869868683682354,0.4001253843307495,4632000,0.0,0.0
1999-03-19 00:00:00-05:00,0.3989310503897871,0.41326389726123125,0.3989310503897871,0.4013197124004364,10531200,0.0,0.0
1999-03-22 00:00:00-05:00,0.4096808794907032,0.4108752103441647,0.3893754780292511,0.3893754780292511,3667200,0.0,0.0
1999-03-23 00:00:00-05:00,0.39176415407134185,0.39176415407134185,0.3583211643398664,0.36548805236816406,16396800,0.0,0.0
1999-03-24 00:00:00-05:00,0.36309850215911865,0.36548809387450204,0.3487656539578265,0.36309850215911865,6086400,0.0,0.0
1999-03-25 00:00:00-05:00,0.3619040929173104,0.382209492927414,0.36070976214921485,0.36787664890289307,4032000,0.0,0.0
1999-03-26 00:00:00-05:00,0.3726540213916341,0.40131971534483674,0.3726540213916341,0.4001253843307495,8827200,0.0,0.0
1999-03-29 00:00:00-05:00,0.41206955909729004,0.42162417963616516,0.40490269838229903,0.41206955909729004,6595200,0.0,0.0
1999-03-30 00:00:00-05:00,0.41326394929952337,0.41684694276666867,0.37504272789366444,0.37743136286735535,6950400,0.0,0.0
1999-03-31 00:00:00-05:00,0.38937552187681373,0.4084865946369015,0.37145968224995213,0.4037083685398102,15360000,0.0,0.0
1999-04-01 00:00:00-05:00,0.40370840693403204,0.40609704179937506,0.38459823450176445,0.39176419377326965,3043200,0.0,0.0
1999-04-05 00:00:00-04:00,0.38698699334674425,0.39654254669072486,0.3774314400027636,0.3798210322856903,9864000,0.0,0.0
1999-04-06 00:00:00-04:00,0.38340384993707444,0.38459818087207337,0.3630984470893645,0.37026533484458923,6969600,0.0,0.0
1999-04-07 00:00:00-04:00,0.3726540186575481,0.40370837441108576,0.3702653566468988,0.4013197124004364,8928000,0.0,0.0
1999-04-08 00:00:00-04:00,0.40370834902214586,0.4204298295149011,0.3989310253012899,0.40848657488822937,13012800,0.0,0.0
1999-04-09 00:00:00-04:00,0.41087526258831786,0.41087526258831786,0.3989310503897871,0.4013197124004364,4862400,0.0,0.0
1999-04-12 00:00:00-04:00,0.39654243823185026,0.39654243823185026,0.377431336770993,0.3845982253551483,3331200,0.0,0.0
1999-04-13 00:00:00-04:00,0.39176404728147535,0.39176404728147535,0.36309836194818507,0.3690709173679352,3614400,0.0,0.0
1999-04-14 00:00:00-04:00,0.3678767711478599,0.3762370619649118,0.3583212196826935,0.3583212196826935,4828800,0.0,0.0
1999-04-15 00:00:00-04:00,0.36787664890289307,0.36787664890289307,0.3583211006130238,0.36787664890289307,3585600,0.0,0.0
1999-04-16 00:00:00-04:00,0.3654881806802553,0.38579266194694445,0.3654881806802553,0.3798210322856903,3892800,0.0,0.0
1999-04-19 00:00:00-04:00,0.38459823920260994,0.38459823920260994,0.35832120503230286,0.36309850215911865,3129600,0.0,0.0
1999-04-20 00:00:00-04:00,0.3630984321130456,0.37743127754935873,0.3523495088168726,0.35593247413635254,6768000,0.0,0.0
1999-04-21 00:00:00-04:00,0.3559325189095611,0.3630984777876693,0.35354388417534943,0.36190417408943176,3748800,0.0,0.0
1999-04-22 00:00:00-04:00,0.3630983418137953,0.3630983418137953,0.34279387433606295,0.34637686610221863,22718400,0.0,0.0
1999-04-23 00:00:00-04:00,0.34518258347737213,0.3463769142320456,0.3272667473499061,0.32965540885925293,12604800,0.0,0.0
1999-04-26 00:00:00-04:00,0.3296553967712825,0.3344326922770698,0.3057670056013061,0.31293389201164246,12350400,0.0,0.0
1999-04-27 00:00:00-04:00,0.3200998161981976,0.3487654999419294,0.3153225211810497,0.34637686610221863,22694400,0.0,0.0
1999-04-28 00:00:00-04:00,0.3487656259148248,0.3487656259148248,0.33323847518361543,0.3439883291721344,12009600,0.0,0.0
1999-04-29 00:00:00-04:00,0.3451826601922411,0.3463769912123477,0.33682237038923074,0.3439883291721344,4814400,0.0,0.0
1999-04-30 00:00:00-04:00,0.3475712783147741,0.3630984270840366,0.3451826165763823,0.3487655818462372,9931200,0.0,0.0
1999-05-03 00:00:00-04:00,0.35234952259235874,0.35234952259235874,0.34159964205524734,0.35115519165992737,3384000,0.0,0.0
1999-05-04 00:00:00-04:00,0.3511550706815488,0.3511550706815488,0.3248780496059111,0.33204400539398193,9604800,0.0,0.0
1999-05-05 00:00:00-04:00,0.33443282231380683,0.3392110764980316,0.31532267603958397,0.3392110764980316,14457600,0.0,0.0
1999-05-06 00:00:00-04:00,0.33682233400092515,0.34398829200966086,0.3224894885005226,0.33264127373695374,3561600,0.0,0.0
1999-05-07 00:00:00-04:00,0.32248958262607713,0.3368224323098316,0.32248958262607713,0.33443284034729004,2500800,0.0,0.0
1999-05-10 00:00:00-04:00,0.3320442052056922,0.34159972993076854,0.3320442052056922,0.33443284034729004,1968000,0.0,0.0
1999-05-11 00:00:00-04:00,0.34876559747847524,0.36309844335869595,0.3415996392798427,0.35234951972961426,17174400,0.0,0.0
1999-05-12 00:00:00-04:00,0.35593254280002573,0.3642928332752572,0.35115524567320994,0.36309850215911865,16848000,0.0,0.0
1999-05-13 00:00:00-04:00,0.36309850215911865,0.37265405323359496,0.3619041983807185,0.36309850215911865,6993600,0.0,0.0
1999-05-14 00:00:00-04:00,0.3630984729636637,0.3630984729636637,0.33921103242944406,0.3439883291721344,2846400,0.0,0.0
1999-05-17 00:00:00-04:00,0.3392110116995187,0.3607098162174225,0.33801668075240027,0.3607098162174225,3576000,0.0,0.0
1999-05-18 00:00:00-04:00,0.36429284534683065,0.3822096169733529,0.35354391962087334,0.37743136286735535,15153600,0.0,0.0
