Date,Open,High,Low,Close,Volume,log_return,log_return_open,log_return_high,log_return_low,log_return_forecast,sma,wma,ema,dema,tema,aroon,rsi,willr,cci,ad,mom,slowk,slowd,macd,fed_funds_rate,^N225,^IXIC,^FTSE,^SPX,^DJI
2004-10-08 04:00:00,10124.1103515625,10148.0400390625,10036.3203125,10055.2001953125,228590000,-0.006957223911296268,-0.011366236610493493,-0.009113820575474772,-0.008749613816940631,0.0026587198819768114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1.76,-0.0004616145562642694,-0.014760574414867871,4.2501708777706196e-05,-0.007555120625710654,-0.006957223911296268
2004-10-11 04:00:00,10056.08984375,10098.7802734375,10056.08984375,10081.9697265625,157180000,0.0026587198819768114,-0.006741337029052742,-0.004865935693569361,0.00196786124472036,-0.00047522234735814813,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1.76,0.0,0.004567768791484344,-0.0028557844060579413,0.0020030898523294783,0.0026587198819768114
2004-10-12 04:00:00,10080.419921875,10102.330078125,10017.150390625,10077.1796875,215820000,-0.00047522234735814813,0.002416515100968293,0.00035144649598555216,-0.0038797425343082676,-0.007455356922697073,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1.76,-0.013085105118636222,-0.0018630160945459554,-0.008057149904355507,-0.002270515437695603,-0.00047522234735814813
2004-10-13 04:00:00,10085.2099609375,10127.169921875,9957.7900390625,10002.330078125,276800000,-0.007455356922697073,0.00047506962891066877,0.0024558052580684305,-0.005943499707978334,-0.01084406004323325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1.76,-0.0005196346176133249,-0.002413093487085338,-0.002822477677053964,-0.0073272330308141185,-0.007455356922697073
2004-10-14 04:00:00,10002.5400390625,10003.3603515625,9875.1298828125,9894.4501953125,268650000,-0.01084406004323325,-0.008230925673830304,-0.012300831599271516,-0.008335699957866522,0.003926777400238426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.76,-0.014547998965689314,-0.009159096624873849,-0.001165757027276873,-0.0093462705073405,-0.01084406004323325
2004-10-15 04:00:00,9895.6298828125,9982.7099609375,9895.5498046875,9933.3798828125,317590000,0.003926777400238426,-0.010745830941884514,-0.0020664790677494237,0.0020656780099409084,0.00230676577673067,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1.76,-0.004663612355938933,0.004446165910760433,-0.0014482567485344555,0.004440372959780712,0.003926777400238426
2004-10-18 04:00:00,9932.98046875,9960.150390625,9861.6298828125,9956.3203125,227840000,0.00230676577673067,0.0037673472272005625,-0.002262421692525795,-0.0034336839304347604,-0.005913220759753138,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,1.76,-0.0015791535830926196,0.013004283761933473,0.0008432859678751367,0.005238078807163645,0.00230676577673067
2004-10-19 04:00:00,9958.3798828125,10020.5498046875,9894.8896484375,9897.6201171875,264220000,-0.005913220759753138,0.0025538150652450464,0.00604579393581834,0.0033669692673462615,-0.0010806847599225823,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1.76,0.009009418182156543,-0.00705808204537892,0.006162638123696756,-0.009732889155441314,-0.005913220759753138
2004-10-20 04:00:00,9895.1904296875,9895.7001953125,9804.1904296875,9886.9296875,272670000,-0.0010806847599225823,-0.006365572086292859,-0.012537625789794173,-0.009208537587450749,-0.0021434984872133593,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,1,-1,1.76,-0.01664779240067741,0.005223189161242156,-0.008369756906179898,0.00038973733491613603,-0.0010806847599225823
2004-10-21 04:00:00,9884.650390625,9903.150390625,9800.8701171875,9865.759765625,272050000,-0.0021434984872133593,-0.0010657355795587208,0.0007525887052689976,-0.00033871994670015926,-0.011002206825565035,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1.76,-0.00857810249010329,0.01062639430064404,0.00021659555655555564,0.0025608737597132545,-0.0021434984872133593
2004-10-22 04:00:00,9863.849609375,9883.25,9753.01953125,9757.8095703125,258220000,-0.011002206825565035,-0.0021065689993857895,-0.0020115227572719773,-0.004894236626444777,-0.0008016625590331331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.76,0.006273538429028911,-0.019893324673988213,-0.000433238036909887,-0.009762908943220157,-0.011002206825565035
2004-10-25 04:00:00,9757.2197265625,9777.8701171875,9708.400390625,9749.990234375,233370000,-0.0008016625590331331,-0.010869023570278174,-0.010719724136211983,-0.004585402194078143,0.014104207223402809,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1.76,-0.018403281356601034,-0.0005745227964028013,-0.011067608547655946,-0.0008581824090642295,-0.0008016625590331331
2004-10-26 04:00:00,9750.58984375,9888.48046875,9749.5498046875,9888.48046875,273770000,0.014104207223402809,-0.0006797157870402074,0.011248809729431153,0.0042295796827626995,0.01141760910044073,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1.76,0.0012478731629045254,0.0076766716906206504,0.004110151104821461,0.014769741930593296,0.014104207223402809
2004-10-27 04:00:00,9888.25,10018.5498046875,9841.9501953125,10002.0302734375,256200000,0.01141760910044073,0.014019403592471785,0.013067864481110603,0.00943277194203787,0.0002508941411709072,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1.76,0.0018245521069252077,0.021135578084685285,0.010137427741924998,0.01279706499569654,0.01141760910044073
2004-10-28 04:00:00,9998.9404296875,10044.9501953125,9952.48046875,10004.5400390625,254490000,0.0002508941411709072,0.011131946781710884,0.0026316849863590682,0.011167931436245985,0.0022893057444226626,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1.76,0.014961466911557524,0.0029145451405840537,0.002739103215855717,0.001810974219785502,0.0002508941411709072
2004-10-29 04:00:00,10004.6904296875,10044.1396484375,9990.830078125,10027.4697265625,262950000,0.0022893057444226626,0.0005748956475741939,-8.069523126669491e-05,0.0038458666682194107,0.0026810204669847123,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1.76,-0.007556284101655632,-0.0003796766737881174,-0.004014165177603915,0.0024450410800191053,0.0022893057444226626
2004-11-01 05:00:00,10028.73046875,10076.58984375,10010.150390625,10054.3896484375,267040000,0.0026810204669847123,0.002399994561442088,0.00322555138568963,0.0019319371407233027,-0.0018575483813863247,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1.93,-0.0034139100611229236,0.0024678534145895947,0.01066897824386642,0.00027430196801133506,0.0026810204669847123
2004-11-02 05:00:00,10053.8701171875,10132.990234375,10011.1796875,10035.73046875,369480000,-0.0018575483813863247,0.002503626107734317,0.0055815644690348325,0.00010282002962733877,0.010045237844946183,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,1,1.93,0.014161362439582813,0.002481951253601641,0.004142290672625691,4.4270037300915227e-05,-0.0018575483813863247
2004-11-03 05:00:00,10037.5,10215.509765625,10037.4296875,10137.0498046875,332790000,0.010045237844946183,-0.0016295673928232457,0.008110669937781234,0.002618636984666451,0.01737884689680021,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1.93,0.0,0.00979668362671443,0.00537625829585821,0.011118167905890102,0.010045237844946183
2004-11-04 05:00:00,10132.48046875,10318.23046875,10127.98046875,10314.759765625,365770000,0.01737884689680021,0.009418072661083332,0.010005148486209004,0.008980862691980058,0.007031158273385295,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1.93,0.0053549408117792375,0.009583112403505704,0.0020747360810870344,0.01602735788842387,0.01737884689680021
2004-11-05 05:00:00,10317.0498046875,10416.669921875,10316.98046875,10387.5400390625,325770000,0.007031158273385295,0.018051695611559133,0.009495120869241163,0.018489190044133526,0.00036282386775173697,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1.93,0.01049626094089278,0.0075371054297981395,0.0024292109567163895,0.003866249772795957,0.007031158273385295
2004-11-08 05:00:00,10385.150390625,10405.6904296875,10361.4404296875,10391.3095703125,258040000,0.00036282386775173697,0.006579091201529351,-0.0010545868018510991,0.004300137777988406,-0.00047545763457148145,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1.93,-0.007070778679365034,0.00015205696586083662,-0.004906677766627574,-0.0010982380490906095,0.00036282386775173697
2004-11-09 05:00:00,10387.6201171875,10427.8095703125,10368.58984375,10386.3701171875,248430000,-0.00047545763457148145,0.0002377849958154367,0.0021234213104966352,0.0006897640043602736,-8.565904461558355e-05,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1.93,-0.0017276618191311452,0.0019987152520432004,0.00023321234793768051,-0.0006956368150782177,-0.00047545763457148145
2004-11-10 05:00:00,10378.58984375,10439.400390625,10378.58984375,10385.48046875,281290000,-8.565904461558355e-05,-0.0008697084372824198,0.0011109124340284958,0.0009639865200970383,0.008090006179034503,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1.93,0.00274044584810406,-0.004301200351125758,0.0035546903430535163,-0.001005523855696226,-8.565904461558355e-05
2004-11-11 05:00:00,10386.9501953125,10486.650390625,10386.9501953125,10469.83984375,254080000,0.008090006179034503,0.0008052140227019134,0.004515909933802745,0.0008052140227019134,0.00658486048471406,1,1,1,1,-1,1,1,1,-1,1,1,-1,-1,1,1.93,-0.013555820912830755,0.013042699070689015,0.00891565566349888,0.009048162623096715,0.008090006179034503
2004-11-12 05:00:00,10469.2099609375,10539.599609375,10460.400390625,10539.009765625,322250000,0.00658486048471406,0.007888335299034686,0.005036497775603732,0.00704650683832428,0.0010650421244543275,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1.93,0.015828869860231538,0.011609646477480352,0.0035524759111823716,0.009068467860586732,0.00658486048471406
2004-11-15 05:00:00,10541.8896484375,10563.01953125,10517.1298828125,10550.240234375,266460000,0.0010650421244543275,0.006918245949492471,0.002219623197881714,0.00540860909177965,-0.0059502190150362505,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1.93,0.018662357107733844,0.0041871797905831945,0.0019173071024022365,-0.0003040442391805766,0.0010650421244543275
2004-11-16 05:00:00,10549.7900390625,10549.7900390625,10477.9501953125,10487.650390625,237060000,-0.0059502190150362505,0.0007491476365603135,-0.0012532196508396186,-0.003732277546448448,0.00588671874106578,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1.93,-0.005879633789597961,-0.007414865073913479,-0.006831424763034054,-0.007104016316032263,-0.0059502190150362505
2004-11-17 05:00:00,10481.830078125,10602.849609375,10481.830078125,10549.5703125,295230000,0.00588671874106578,-0.006462668790497827,0.0050168378491621726,0.0003702217109339871,0.002175870710535532,1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1.93,-0.00273268965016342,0.010080651244485128,0.005331227521052213,0.005523022908414389,0.00588671874106578
2004-11-18 05:00:00,10549.2001953125,10585.259765625,10547.3896484375,10572.5498046875,242230000,0.002175870710535532,0.006406756754556746,-0.0016603508580785675,0.006235113195777168,-0.010997982283458246,1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1.93,-0.0044000030717346724,0.002188460182757606,0.0019580689151089277,0.0013613312059484544,0.002175870710535532
2004-11-19 05:00:00,10571.6298828125,10573.740234375,10438.580078125,10456.91015625,275340000,-0.010997982283458246,0.0021239407588583294,-0.0010888541413236333,-0.010369837256499278,0.00310410383180474,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1.93,3.789009282910643e-05,-0.01612052758768802,-0.00930375446826676,-0.01122416222607588,-0.010997982283458246
2004-11-22 05:00:00,10455.73046875,10508.0400390625,10432.009765625,10489.419921875,240410000,0.00310410383180474,-0.01102378861016272,-0.006232908906169559,-0.0006296240562670509,0.00030308689014470723,1,-1,1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,1.93,-0.021289127262584567,0.007007097893442536,-0.0058352807413617125,0.00587843175777874,0.00310410383180474
2004-11-23 05:00:00,10486.6904296875,10514.990234375,10436.3798828125,10492.599609375,254780000,0.00030308689014470723,0.0029566766556558305,0.0006611982645043338,0.0004188264954799057,0.0026374241437106395,-1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,1.93,0.0,-0.0004364641694092777,0.001962916505417887,-0.00025490730399743494,0.00030308689014470723
2004-11-24 05:00:00,10493.8603515625,10527.400390625,10482.259765625,10520.3095703125,204070000,0.0026374241437106395,0.0006834827387396537,0.0011795387615437024,0.0043865143384135205,0.00018257286803483389,1,1,1,-1,-1,1,1,-1,1,1,1,1,-1,-1,1.93,0.0021122119708037387,0.008722670305088656,-0.004861663906795264,0.004087060812071601,0.0026374241437106395
2004-11-26 05:00:00,10518.6904296875,10543.2900390625,10508.5595703125,10522.23046875,91510000,0.00018257286803483389,0.0023633579702699438,0.0015082231408209224,0.0025058401035694135,-0.004412788320658515,1,1,1,-1,-1,1,1,-1,1,-1,1,1,1,-1,1.93,-0.003554775308331137,-0.00027116993968100063,0.004692999906501011,0.0007528429313087548,0.00018257286803483389
2004-11-29 05:00:00,10520.6396484375,10557.41015625,10417.080078125,10475.900390625,247670000,-0.004412788320658515,0.00018529285374960656,0.0013383555203817542,-0.008743348016577274,-0.004581049228049928,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1.93,0.013216956546401547,0.0023285031486431594,0.0017278186896637052,-0.0034559102806413825,-0.004412788320658515
2004-11-30 05:00:00,10475.26953125,10483.1396484375,10428.01953125,10428.01953125,286900000,-0.004581049228049928,-0.004321812160455244,-0.007059779043306608,0.0010495948049456703,0.01543453886139219,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.93,-0.007189238484504234,-0.004786319309955336,-0.009859301143302907,-0.004038451679006934,-0.004581049228049928
2004-12-01 05:00:00,10425.7998046875,10590.2197265625,10425.759765625,10590.2197265625,307970000,0.01543453886139219,-0.004733711767941762,0.010162689092201837,-0.00021672480577018024,-0.00048165550222271117,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,2.16,-0.010607243134491852,0.019561204725473957,0.006886422589854348,0.014840559419618787,0.01543453886139219
2004-12-02 05:00:00,10590.4404296875,10629.16015625,10544.76953125,10585.1201171875,296050000,-0.00048165550222271117,0.015668263337979698,0.0036702744016220115,0.011350313728633352,0.0006695692033625507,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,2.16,0.017357381367935507,0.002494320425242311,0.003267666604209935,-0.0008733586513248539,-0.00048165550222271117
2004-12-03 05:00:00,10597.900390625,10643.0498046875,10560.580078125,10592.2099609375,286270000,0.0006695692033625507,0.0007041571880505341,0.0013058963254796697,0.0014982504554714687,-0.004271714234515637,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,2.16,0.009236234096097579,0.002045841030728801,-0.0006948643698062002,0.0007055115897298418,0.0006695692033625507
2004-12-06 05:00:00,10591.3203125,10591.990234375,10526.8203125,10547.0595703125,218660000,-0.004271714234515637,-0.0006210778988719882,-0.004809001407197026,-0.003201892489547671,-0.010146963410017414,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,2.16,-0.00842642888858092,0.0015305322301744778,-0.005300591762159652,-0.0007726851828824213,-0.004271714234515637
2004-12-07 05:00:00,10546.7998046875,10567.16015625,10440.3603515625,10440.580078125,258710000,-0.010146963410017414,-0.004212349385492739,-0.0023469836041898075,-0.008247217628501521,0.005125483028092647,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2.16,-0.009913341719011665,-0.017155067031797585,0.0012485618984316117,-0.011135114976819826,-0.010146963410017414
2004-12-08 05:00:00,10438.76953125,10506.849609375,10438.66015625,10494.23046875,247020000,0.005125483028092647,-0.010295763340851454,-0.005723705379041511,-0.0001628615974223221,0.005567525417501423,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,2.16,0.0062104471328266846,0.005400067952011618,-0.0052584334877537695,0.004864758897237687,0.005125483028092647
2004-12-09 05:00:00,10492.4501953125,10562.509765625,10418.6298828125,10552.8203125,278740000,0.005567525417501423,0.00512925500331514,0.005283529009294031,-0.0019206981882844921,-0.0009101790272017453,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,2.16,-0.015171138606491486,0.0013630180642817157,-0.0033005790687065818,0.005421426409419166,0.005567525417501423
2004-12-10 05:00:00,10552.16015625,10575.580078125,10522.6796875,10543.2197265625,242290000,-0.0009101790272017453,0.005674623589449402,0.001236659912257705,0.009937359513222001,0.008979632716798679,1,1,1,-1,1,1,-1,-1,1,-1,1,1,1,-1,2.16,-0.0018417952010829888,-0.0004415897301786888,0.0011937453912779395,-0.00104321848187489,-0.0009101790272017453
2004-12-13 05:00:00,10543.4404296875,10642.5302734375,10543.2099609375,10638.3203125,257530000,0.008979632716798679,-0.0008266867798879874,0.00631068614430528,0.0019491491012226584,0.003577793481033986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.16,0.003012173474230056,0.009554426434983382,0.009076663573591192,0.008949775217871275,0.008979632716798679
2004-12-14 05:00:00,10640.5302734375,10695.0703125,10621.0302734375,10676.4501953125,303800000,0.003577793481033986,0.009166414070890711,0.004924653550918255,0.007353976552372846,0.001403975326514985,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,2.16,0.011640865581241467,0.00526426133858471,-0.0029599583068405247,0.0039132719874020675,0.003577793481033986
2004-12-15 05:00:00,10675.7099609375,10706.16015625,10636.4697265625,10691.4501953125,305010000,0.001403975326514985,0.0033007433818666924,0.001036374498073859,0.0014526125687288904,0.0013262976702562016,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,2.16,0.003738099449527059,0.0012539179513453525,0.0011428190059800801,0.0019426064338470413,0.001403975326514985
2004-12-16 05:00:00,10691.7099609375,10726.849609375,10661.669921875,10705.6396484375,293600000,0.0013262976702562016,0.0014976073900300412,0.0019306163509022797,0.0023664233110005386,-0.00521829950831769,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,2.16,-0.0029331489383295573,-0.007612609776355578,0.0014793839397526987,-0.0020839216956993764,0.0013262976702562016
2004-12-17 05:00:00,10704.830078125,10739.330078125,10641.8798828125,10649.919921875,619180000,-0.00521829950831769,0.001226377611327499,0.0011628031012444692,-0.0018579105300846823,0.0010960915904866086,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,2.16,0.013993989340300323,-0.005115197506484133,-0.008142621457640605,-0.00751648864084824,-0.00521829950831769
2004-12-20 05:00:00,10652.1396484375,10735.26953125,10652.0703125,10661.599609375,298650000,0.0010960915904866086,-0.004934270850844675,-0.0003781720727980323,0.0009571197802162861,0.00913408566360013,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,2.16,0.0022630884522352496,-0.0034481700725275217,0.00727637006359074,0.00037681164753962013,0.0010960915904866086
2004-12-21 05:00:00,10661.8896484375,10765.26953125,10661.8896484375,10759.4296875,294880000,0.00913408566360013,0.0009148904267962278,0.0027906295169458444,0.0009213995569284876,0.0052337663178060306,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,2.16,0.00202435230572813,0.010778841376507933,0.00040149667684571266,0.008999624816466411,0.00913408566360013
2004-12-22 05:00:00,10752.33984375,10822.6796875,10739.1904296875,10815.8896484375,252910000,0.0052337663178060306,0.00844772241301279,0.005318735096843824,0.007224038893409817,0.0010377918671720437,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,2.16,0.007478804531486428,0.0028413215542023086,0.009337194098314709,0.003411979436247485,0.0052337663178060306
2004-12-23 05:00:00,10815.0,10864.669921875,10809.5302734375,10827.1201171875,193270000,0.0010377918671720437,0.00581066863210503,0.0038723299620640555,0.006528470487692019,-0.004720616487312343,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,2.16,0.0,0.0016629826855782002,0.0021537248633272726,0.0004629157457973036,0.0010377918671720437
2004-12-27 05:00:00,10828.009765625,10868.0703125,10776.1298828125,10776.1298828125,170140000,-0.004720616487312343,0.0012022142329392808,0.0003129279249719987,-0.003094685734857329,0.0072499372400182584,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,2.16,0.013548904945499877,-0.0029665763030632154,0.0021698566851736994,-0.004314584720309152,-0.004720616487312343
2004-12-28 05:00:00,10776.0595703125,10859.0400390625,10773.919921875,10854.5400390625,169870000,0.0072499372400182584,-0.004809306490937232,-0.0008312448191546429,-0.00020510030976970882,-0.0023381235954777705,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,2.16,0.005422551108975216,0.010606332118801024,0.0,0.0071285291665349896,0.0072499372400182584
2004-12-29 05:00:00,10853.7197265625,10853.7197265625,10795.5703125,10829.1904296875,162830000,-0.0023381235954777705,0.007180886027246659,-0.0004900632313816308,0.0020075020467136646,-0.0026714122125209745,1,1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,2.16,-0.0037333106750854998,-8.724534709161425e-05,0.004512366331810265,-7.423837018602848e-05,-0.0023381235954777705
2004-12-30 05:00:00,10829.1201171875,10850.1796875,10799.7099609375,10800.2998046875,146210000,-0.0026714122125209745,-0.0022690404122906586,-0.00032621226502724086,0.00038338455771711404,-0.0016021678885452658,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,2.16,0.009374681554816737,0.0006153769422692852,6.23020927373216e-05,8.248673778874002e-05,-0.0026714122125209745
2004-12-31 05:00:00,10800.2998046875,10832.51953125,10781.009765625,10783.009765625,141140000,-0.0016021678885452658,-0.0026649193238122253,-0.001628963255632108,-0.001733046926132897,-0.004981321531147571,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,2.16,0.0,-0.0013322431973176582,-0.0012040799070661757,-0.0013440735740731075,-0.0016021678885452658
2005-01-03 05:00:00,10783.75,10867.3896484375,10710.0703125,10729.4296875,270620000,-0.004981321531147571,-0.001533522029516412,0.0032138519025817045,-0.006601781810519106,-0.009236811401051915,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,2.28,0.0,-0.010763618900843683,0.0,-0.008152562047846815,-0.004981321531147571
2005-01-04 05:00:00,10727.8095703125,10769.5595703125,10605.150390625,10630.7802734375,293280000,-0.009236811401051915,-0.0052009763034027295,-0.00904293334548549,-0.009844680542452067,-0.0031043220661230906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.28,0.0025201779856337874,-0.020794031322599518,0.00676934177483075,-0.011740004384716105,-0.009236811401051915
2005-01-05 05:00:00,10629.5302734375,10684.4296875,10597.75,10597.830078125,263550000,-0.0031043220661230906,-0.009203392491855396,-0.007936083922589156,-0.0006980545858506577,0.002360883907161481,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.28,-0.006990185441320032,-0.007916078965282082,-0.008494819548961738,-0.0036344391932794083,-0.0031043220661230906
2005-01-06 05:00:00,10593.1904296875,10667.580078125,10589.330078125,10622.8798828125,232850000,0.002360883907161481,-0.0034246202241972456,-0.0015782694985212245,-0.000794816679524896,-0.00178264188401081,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,2.28,0.004774606650887551,-0.0005931208319172,0.0038004687465254317,0.003499726889387917,0.002360883907161481
2005-01-07 05:00:00,10624.7998046875,10653.25,10571.740234375,10603.9599609375,283770000,-0.00178264188401081,0.0029794903320086155,-0.0013442328680746307,-0.0016624724119804403,0.0016085110986640116,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,2.28,-0.005148822196745446,-0.0006652415964409111,0.006158122715418412,-0.0014321956835941646,-0.00178264188401081
2005-01-10 05:00:00,10603.4404296875,10663.740234375,10582.3798828125,10621.0302734375,279500000,0.0016085110986640116,-0.0020123554258109568,0.0009842135410736634,0.0010059174549185979,-0.006120789924449576,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,-1,2.28,0.0,0.0040280208538876336,-0.0027643500581563903,0.0034169283837069677,0.0016085110986640116
2005-01-11 05:00:00,10619.76953125,10619.76953125,10531.5400390625,10556.2197265625,292050000,-0.006120789924449576,0.0015387968940313737,-0.004131909273171068,-0.004815774824686725,0.005814746418087215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,2.28,0.009293492133663865,-0.008341604168467055,-0.004555156045087711,-0.0061182454723810965,-0.006120789924449576
2005-01-12 05:00:00,10561.3203125,10622.8798828125,10499.4697265625,10617.7802734375,293140000,0.005814746418087215,-0.005519014134054981,0.00029284026903612275,-0.003049814318527048,-0.010599631559326066,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,2.28,-0.007532689484112355,0.00618863313127951,-0.007310801145659188,0.003973499066449697,0.005814746418087215
2005-01-13 05:00:00,10617.41015625,10618.150390625,10485.73046875,10505.830078125,271180000,-0.010599631559326066,0.005296821258689657,-0.0004453166541147029,-0.0013094237508079107,0.00495351779399846,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2.28,-0.008344038553145895,-0.010554743807252418,0.003484953745921728,-0.008667580994090578,-0.010599631559326066
2005-01-14 05:00:00,10506.7099609375,10567.009765625,10503.759765625,10558.0,223070000,0.00495351779399846,-0.010481024353376545,-0.004827976183393147,0.0017179360820907266,0.006682494362150209,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,2.28,0.007033524245605067,0.008344393158383284,0.0042614736061182155,0.005986604031937076,0.00495351779399846
2005-01-18 05:00:00,10554.23046875,10628.9404296875,10500.580078125,10628.7900390625,267680000,0.006682494362150209,0.004512674884044534,0.005843648407070828,-0.00030276481412340537,-0.008391689897130409,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,2.28,-0.0013236039751413783,0.008645901883472645,0.0006428604015020601,0.009628270925436201,0.006682494362150209
2005-01-19 05:00:00,10626.0498046875,10626.2802734375,10536.490234375,10539.9697265625,242250000,-0.008391689897130409,0.006781743231904313,-0.0002503061531135332,0.0034139916438279405,-0.006520280805804244,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,2.28,-0.0015699539930015486,-0.015527978412527637,-0.001161581061598813,-0.009535422983762518,-0.008391689897130409
2005-01-20 05:00:00,10538.900390625,10546.76953125,10457.9404296875,10471.4697265625,242810000,-0.006520280805804244,-0.008235304671063958,-0.00751059641205342,-0.007482953215011656,-0.007522827089647377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2.28,-0.01062766559172306,-0.013453429849395154,-0.00363859820941944,-0.007813441684863667,-0.006520280805804244
2005-01-21 05:00:00,10471.98046875,10512.1796875,10390.849609375,10392.990234375,275680000,-0.007522827089647377,-0.006370046892336761,-0.003285052306954905,-0.006435965998128164,-0.002348556308809438,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.28,-0.004120160903441814,-0.0056909753889699734,0.000520611021990165,-0.006435479320456572,-0.007522827089647377
2005-01-24 05:00:00,10393.580078125,10442.8701171875,10368.6103515625,10368.6103515625,259170000,-0.002348556308809438,-0.007514848154395015,-0.006615095044319251,-0.002142566941718309,0.008924539360755823,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.28,0.00453839859919128,-0.012649319430645609,0.0019135585820708287,-0.0035340230516199287,-0.002348556308809438
2005-01-25 05:00:00,10369.419921875,10509.830078125,10369.419921875,10461.5595703125,260720000,0.008924539360755823,-0.002327232784694684,0.0063915570086147235,7.807591195858593e-05,0.0035334015261680304,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,-1,-1,2.28,-0.0011149389544116738,0.0055850121085368005,0.0063589999985735135,0.003996329851615026,0.008924539360755823
