Date,Open,High,Low,Close,Volume,log_return,log_return_open,log_return_high,log_return_low,log_return_volume,log_return_forecast,sma,wma,ema,dema,tema,aroon,rsi,willr,cci,ad,mom,slowk,slowd,macd,fed_funds_rate,^N225,^IXIC,^FTSE,^SPX,^DJI
1999-02-24 05:00:00,24.451246639467634,24.80451465469954,24.072744369506832,24.072744369506836,7131450,-0.015600768976024866,-0.015361113695032243,-0.004060778865209773,-0.010427483353042662,0.05033838263325427,0.003139890640602174,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,4.76,-0.010063828296924149,-0.015679851240370607,0.02445798628441608,-0.014077780858909051,-0.015282108382447061
1999-02-25 05:00:00,23.921347543363662,24.24938367003594,23.416678534032776,24.148448944091797,5896800,0.003139890640602174,-0.021909938999809735,-0.02263447773952573,-0.027631735140830515,-0.1901047489160948,-0.002092270143376383,1,1,1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,4.76,0.00797897783279119,-0.005383329011501154,-0.016158141057744144,-0.006716254612827944,-0.003552179028762532
1999-02-26 05:00:00,24.40077847616619,24.552179371964133,23.71947444507546,24.097976684570312,4506600,-0.002092270143376383,0.019843773630566854,0.012409421697334295,0.012847890931305249,-0.268866841955058,0.0,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,4.76,-0.007137154306388065,-0.016811359768258455,-0.005072037444446399,-0.005387947511782114,-0.006400709680128113
1999-03-01 05:00:00,23.669005939679924,24.148442879771515,23.517605043881986,24.097976684570312,3791850,0.0,-0.030448610540827127,-0.016580722097467686,-0.008547125788149527,-0.1726889622895312,-0.01214241168951895,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,4.81,-0.010199015268773846,0.0031200439014801755,-0.018666804736449463,-0.0017538340747184575,0.0019537168256387747
1999-03-02 05:00:00,24.084845535105327,24.640262030685488,23.78189150321721,23.807138442993164,4848600,-0.01214241168951895,0.01741640072790202,0.020161871979256143,0.011175138386062943,0.24583597683696717,0.020987813192734496,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,4.81,-0.021369712340826075,-0.015875711446640142,6.597851108873706e-05,-0.008660904159638369,-0.0029179863853829244
1999-03-03 05:00:00,23.832400144707243,24.564541120505915,23.832400144707243,24.31207847595215,4661250,0.020987813192734496,-0.01053682124043832,-0.0030777877403895,0.002121575631485189,-0.039406350974426435,0.007242744460586359,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,4.81,0.017749713410113686,0.002727503122791474,-0.002147057774552181,0.0017935364465930196,-0.002339945631213002
1999-03-04 05:00:00,24.413065297258157,24.61503403685158,23.882895333387506,24.48880386352539,3778350,0.007242744460586359,0.0240724464946256,0.0020534107472882156,0.002116520793779776,-0.2099962461132275,0.02645072111369641,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.81,0.0009233217283658071,0.012149950084366907,0.00875743406025105,0.015309483472933533,0.02043688948212228
1999-03-05 05:00:00,25.044207618278502,25.523885767143895,24.867485914504368,25.145193099975582,8659050,0.02645072111369641,0.025524115996811945,0.03625731451057143,0.04039863733087448,0.8293176103901648,0.013958221121932882,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,4.81,0.048882641583638524,0.019102185518195303,0.016901352997681748,0.02286277125993248,0.027984221055064963
1999-03-08 05:00:00,25.19568214256501,25.54913013715888,24.791744879252555,25.49863624572754,5102550,0.013958221121932882,0.0060300682981932995,0.000988560069298718,-0.0030504336363222032,-0.5288646020158998,0.016691634835752416,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,4.81,-0.007747823098404037,0.025561458232819217,0.0005477352841049859,0.0056758888239537165,-0.0008703105022868855
1999-03-09 05:00:00,25.5996210724257,26.230776208568773,24.74125036463387,25.92782211303711,5516100,0.016691634835752416,0.01590491323021003,0.026330115279983697,-0.0020388240953884695,0.07793067407383732,0.011616839228704661,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,4.81,0.0212655656378898,-0.0019539165412812373,0.00462782513192734,-0.0022555605772878184,-0.0034859147435506955
1999-03-10 05:00:00,26.003562155560093,26.281269322230457,25.624869514029395,26.230777740478516,4806900,0.011616839228704661,0.015655985102503045,0.0019231065449083823,0.03509143941946926,-0.13761870314596147,0.006715023839398165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.81,0.025072678333641445,0.0054429065566420866,0.0006089821054974068,0.005454530788181005,0.008124738241578175
1999-03-11 05:00:00,26.458004672209565,26.735711957977816,26.079311868272203,26.40751075744629,5578200,0.006715023839398165,0.017325212009745676,0.01714370584776726,0.017579005981171136,0.14881375800792318,-0.0019143433089433466,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,4.81,0.001429188071399982,0.0025943043658690304,0.01497979762462836,0.008388521949356046,0.012669087658519707
1999-03-12 05:00:00,26.659960165791126,26.786190267336146,26.256020604948255,26.357006072998047,4530600,-0.0019143433089433466,0.007604073963228893,0.0018862679473788623,0.006752967827120278,-0.20801176265243243,-0.004800680530454879,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,1,4.81,-0.0008569776830502001,-0.012816771334551523,-0.00848006703951613,-0.0023840798458280715,-0.002133210504289108
1999-03-15 05:00:00,26.20553079392431,26.407499432288535,25.953068262451698,26.230777740478516,5186400,-0.004800680530454879,-0.017192333099538295,-0.014238426960752162,-0.011605479022008302,0.13518543382335108,-0.01454211072634255,1,1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,4.81,0.01859686324899497,0.020740499749215824,-0.01207483493439287,0.009739334869484768,0.008310552172942859
1999-03-16 05:00:00,26.230779690557934,26.230779690557934,25.751101538506106,25.852087020874023,3990750,-0.01454211072634255,0.0009630310886376299,-0.0067145206348915056,-0.007812435707256152,-0.26206063171619753,-0.013766363338114384,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,4.81,0.018411724263134976,0.0032151718878646062,-0.0007897527886261766,-0.0006733941255370548,-0.002845742204505819
